;;;;;;
668;63;Kalimantan Selatan;2021;Kuda;Pemotongan Tercatat;0
669;64;Kalimantan Timur;2021;Kuda;Pemotongan Tercatat;0
670;65;Kalimantan Utara;2021;Kuda;Pemotongan Tercatat;0
671;71;Sulawesi Utara;2021;Kuda;Pemotongan Tercatat;0
672;72;Sulawesi Tengah;2021;Kuda;Pemotongan Tercatat;6
673;73;Sulawesi Selatan;2021;Kuda;Pemotongan Tercatat;4552
674;74;Sulawesi Tenggara;2021;Kuda;Pemotongan Tercatat;105
675;75;Gorontalo;2021;Kuda;Pemotongan Tercatat;0
676;76;Sulawesi Barat;2021;Kuda;Pemotongan Tercatat;2
677;81;Maluku;2021;Kuda;Pemotongan Tercatat;17
678;82;Maluku Utara;2021;Kuda;Pemotongan Tercatat;0
679;92;Papua Barat;2021;Kuda;Pemotongan Tercatat;0
680;91;Papua;2021;Kuda;Pemotongan Tercatat;105
681;11;Aceh;2018;Kuda;Pemotongan Tidak Tercatat;0
682;12;Sumatera Utara;2018;Kuda;Pemotongan Tidak Tercatat;38
683;13;Sumatera Barat;2018;Kuda;Pemotongan Tidak Tercatat;4
684;14;Riau;2018;Kuda;Pemotongan Tidak Tercatat;0
685;15;Jambi;2018;Kuda;Pemotongan Tidak Tercatat;0
686;16;Sumatera Selatan;2018;Kuda;Pemotongan Tidak Tercatat;0
687;17;Bengkulu;2018;Kuda;Pemotongan Tidak Tercatat;0
688;18;Lampung;2018;Kuda;Pemotongan Tidak Tercatat;0
689;19;Kepulauan Bangka Belitung;2018;Kuda;Pemotongan Tidak Tercatat;0
690;21;Kepulauan Riau;2018;Kuda;Pemotongan Tidak Tercatat;0
691;31;DKI Jakarta;2018;Kuda;Pemotongan Tidak Tercatat;0
692;32;Jawa Barat;2018;Kuda;Pemotongan Tidak Tercatat;100
693;33;Jawa Tengah;2018;Kuda;Pemotongan Tidak Tercatat;0
694;34;DI Yogyakarta;2018;Kuda;Pemotongan Tidak Tercatat;55
695;35;Jawa Timur;2018;Kuda;Pemotongan Tidak Tercatat;85
696;36;Banten;2018;Kuda;Pemotongan Tidak Tercatat;0
697;51;Bali;2018;Kuda;Pemotongan Tidak Tercatat;0
698;52;Nusa Tenggara Barat;2018;Kuda;Pemotongan Tidak Tercatat;0
699;53;Nusa Tenggara Timur;2018;Kuda;Pemotongan Tidak Tercatat;419
700;61;Kalimantan Barat;2018;Kuda;Pemotongan Tidak Tercatat;0
701;62;Kalimantan Tengah;2018;Kuda;Pemotongan Tidak Tercatat;0
702;63;Kalimantan Selatan;2018;Kuda;Pemotongan Tidak Tercatat;0
703;64;Kalimantan Timur;2018;Kuda;Pemotongan Tidak Tercatat;0
704;65;Kalimantan Utara;2018;Kuda;Pemotongan Tidak Tercatat;1
705;71;Sulawesi Utara;2018;Kuda;Pemotongan Tidak Tercatat;0
706;72;Sulawesi Tengah;2018;Kuda;Pemotongan Tidak Tercatat;44
707;73;Sulawesi Selatan;2018;Kuda;Pemotongan Tidak Tercatat;884
708;74;Sulawesi Tenggara;2018;Kuda;Pemotongan Tidak Tercatat;10
709;75;Gorontalo;2018;Kuda;Pemotongan Tidak Tercatat;0
710;76;Sulawesi Barat;2018;Kuda;Pemotongan Tidak Tercatat;0
711;81;Maluku;2018;Kuda;Pemotongan Tidak Tercatat;1
712;82;Maluku Utara;2018;Kuda;Pemotongan Tidak Tercatat;0
713;92;Papua Barat;2018;Kuda;Pemotongan Tidak Tercatat;0
714;91;Papua;2018;Kuda;Pemotongan Tidak Tercatat;0
715;11;Aceh;2019;Kuda;Pemotongan Tidak Tercatat;0
716;12;Sumatera Utara;2019;Kuda;Pemotongan Tidak Tercatat;25
717;13;Sumatera Barat;2019;Kuda;Pemotongan Tidak Tercatat;2
718;14;Riau;2019;Kuda;Pemotongan Tidak Tercatat;0
719;15;Jambi;2019;Kuda;Pemotongan Tidak Tercatat;2
720;16;Sumatera Selatan;2019;Kuda;Pemotongan Tidak Tercatat;0
721;17;Bengkulu;2019;Kuda;Pemotongan Tidak Tercatat;0
722;18;Lampung;2019;Kuda;Pemotongan Tidak Tercatat;0
723;19;Kepulauan Bangka Belitung;2019;Kuda;Pemotongan Tidak Tercatat;0
724;21;Kepulauan Riau;2019;Kuda;Pemotongan Tidak Tercatat;0
725;31;DKI Jakarta;2019;Kuda;Pemotongan Tidak Tercatat;0
726;32;Jawa Barat;2019;Kuda;Pemotongan Tidak Tercatat;10
727;33;Jawa Tengah;2019;Kuda;Pemotongan Tidak Tercatat;0
728;34;DI Yogyakarta;2019;Kuda;Pemotongan Tidak Tercatat;52
729;35;Jawa Timur;2019;Kuda;Pemotongan Tidak Tercatat;164
730;36;Banten;2019;Kuda;Pemotongan Tidak Tercatat;0
731;51;Bali;2019;Kuda;Pemotongan Tidak Tercatat;0
732;52;Nusa Tenggara Barat;2019;Kuda;Pemotongan Tidak Tercatat;118
733;53;Nusa Tenggara Timur;2019;Kuda;Pemotongan Tidak Tercatat;152
734;61;Kalimantan Barat;2019;Kuda;Pemotongan Tidak Tercatat;0
735;62;Kalimantan Tengah;2019;Kuda;Pemotongan Tidak Tercatat;0
736;63;Kalimantan Selatan;2019;Kuda;Pemotongan Tidak Tercatat;0
737;64;Kalimantan Timur;2019;Kuda;Pemotongan Tidak Tercatat;0
738;65;Kalimantan Utara;2019;Kuda;Pemotongan Tidak Tercatat;0
739;71;Sulawesi Utara;2019;Kuda;Pemotongan Tidak Tercatat;0
740;72;Sulawesi Tengah;2019;Kuda;Pemotongan Tidak Tercatat;8
741;73;Sulawesi Selatan;2019;Kuda;Pemotongan Tidak Tercatat;1915
742;74;Sulawesi Tenggara;2019;Kuda;Pemotongan Tidak Tercatat;7
743;75;Gorontalo;2019;Kuda;Pemotongan Tidak Tercatat;0
744;76;Sulawesi Barat;2019;Kuda;Pemotongan Tidak Tercatat;0
745;81;Maluku;2019;Kuda;Pemotongan Tidak Tercatat;1
746;82;Maluku Utara;2019;Kuda;Pemotongan Tidak Tercatat;0
747;92;Papua Barat;2019;Kuda;Pemotongan Tidak Tercatat;0
748;91;Papua;2019;Kuda;Pemotongan Tidak Tercatat;0
749;11;Aceh;2020;Kuda;Pemotongan Tidak Tercatat;0
750;12;Sumatera Utara;2020;Kuda;Pemotongan Tidak Tercatat;27
751;13;Sumatera Barat;2020;Kuda;Pemotongan Tidak Tercatat;1
752;14;Riau;2020;Kuda;Pemotongan Tidak Tercatat;0
753;15;Jambi;2020;Kuda;Pemotongan Tidak Tercatat;2
754;16;Sumatera Selatan;2020;Kuda;Pemotongan Tidak Tercatat;0
755;17;Bengkulu;2020;Kuda;Pemotongan Tidak Tercatat;0
756;18;Lampung;2020;Kuda;Pemotongan Tidak Tercatat;0
757;19;Kepulauan Bangka Belitung;2020;Kuda;Pemotongan Tidak Tercatat;0
758;21;Kepulauan Riau;2020;Kuda;Pemotongan Tidak Tercatat;0
759;31;DKI Jakarta;2020;Kuda;Pemotongan Tidak Tercatat;0
760;32;Jawa Barat;2020;Kuda;Pemotongan Tidak Tercatat;6
761;33;Jawa Tengah;2020;Kuda;Pemotongan Tidak Tercatat;0
762;34;DI Yogyakarta;2020;Kuda;Pemotongan Tidak Tercatat;49
763;35;Jawa Timur;2020;Kuda;Pemotongan Tidak Tercatat;118
764;36;Banten;2020;Kuda;Pemotongan Tidak Tercatat;0
765;51;Bali;2020;Kuda;Pemotongan Tidak Tercatat;0
766;52;Nusa Tenggara Barat;2020;Kuda;Pemotongan Tidak Tercatat;0
767;53;Nusa Tenggara Timur;2020;Kuda;Pemotongan Tidak Tercatat;49
768;61;Kalimantan Barat;2020;Kuda;Pemotongan Tidak Tercatat;0
769;62;Kalimantan Tengah;2020;Kuda;Pemotongan Tidak Tercatat;0
770;63;Kalimantan Selatan;2020;Kuda;Pemotongan Tidak Tercatat;0
771;64;Kalimantan Timur;2020;Kuda;Pemotongan Tidak Tercatat;0
772;65;Kalimantan Utara;2020;Kuda;Pemotongan Tidak Tercatat;0
773;71;Sulawesi Utara;2020;Kuda;Pemotongan Tidak Tercatat;0
774;72;Sulawesi Tengah;2020;Kuda;Pemotongan Tidak Tercatat;42
775;73;Sulawesi Selatan;2020;Kuda;Pemotongan Tidak Tercatat;1943
776;74;Sulawesi Tenggara;2020;Kuda;Pemotongan Tidak Tercatat;23
777;75;Gorontalo;2020;Kuda;Pemotongan Tidak Tercatat;0
778;76;Sulawesi Barat;2020;Kuda;Pemotongan Tidak Tercatat;0
779;81;Maluku;2020;Kuda;Pemotongan Tidak Tercatat;1
780;82;Maluku Utara;2020;Kuda;Pemotongan Tidak Tercatat;0
781;92;Papua Barat;2020;Kuda;Pemotongan Tidak Tercatat;0
782;91;Papua;2020;Kuda;Pemotongan Tidak Tercatat;0
783;11;Aceh;2021;Kuda;Pemotongan Tidak Tercatat;0
784;12;Sumatera Utara;2021;Kuda;Pemotongan Tidak Tercatat;22
785;13;Sumatera Barat;2021;Kuda;Pemotongan Tidak Tercatat;0
786;14;Riau;2021;Kuda;Pemotongan Tidak Tercatat;0
787;15;Jambi;2021;Kuda;Pemotongan Tidak Tercatat;0
788;16;Sumatera Selatan;2021;Kuda;Pemotongan Tidak Tercatat;0
789;17;Bengkulu;2021;Kuda;Pemotongan Tidak Tercatat;0
790;18;Lampung;2021;Kuda;Pemotongan Tidak Tercatat;0
791;19;Kepulauan Bangka Belitung;2021;Kuda;Pemotongan Tidak Tercatat;0
792;21;Kepulauan Riau;2021;Kuda;Pemotongan Tidak Tercatat;0
793;31;DKI Jakarta;2021;Kuda;Pemotongan Tidak Tercatat;0
794;32;Jawa Barat;2021;Kuda;Pemotongan Tidak Tercatat;0
795;33;Jawa Tengah;2021;Kuda;Pemotongan Tidak Tercatat;6
796;34;DI Yogyakarta;2021;Kuda;Pemotongan Tidak Tercatat;53
797;35;Jawa Timur;2021;Kuda;Pemotongan Tidak Tercatat;21
798;36;Banten;2021;Kuda;Pemotongan Tidak Tercatat;0
799;51;Bali;2021;Kuda;Pemotongan Tidak Tercatat;0
800;52;Nusa Tenggara Barat;2021;Kuda;Pemotongan Tidak Tercatat;130
801;53;Nusa Tenggara Timur;2021;Kuda;Pemotongan Tidak Tercatat;91
802;61;Kalimantan Barat;2021;Kuda;Pemotongan Tidak Tercatat;0
803;62;Kalimantan Tengah;2021;Kuda;Pemotongan Tidak Tercatat;0
804;63;Kalimantan Selatan;2021;Kuda;Pemotongan Tidak Tercatat;0
805;64;Kalimantan Timur;2021;Kuda;Pemotongan Tidak Tercatat;0
806;65;Kalimantan Utara;2021;Kuda;Pemotongan Tidak Tercatat;0
807;71;Sulawesi Utara;2021;Kuda;Pemotongan Tidak Tercatat;0
808;72;Sulawesi Tengah;2021;Kuda;Pemotongan Tidak Tercatat;2
809;73;Sulawesi Selatan;2021;Kuda;Pemotongan Tidak Tercatat;456
810;74;Sulawesi Tenggara;2021;Kuda;Pemotongan Tidak Tercatat;7
811;75;Gorontalo;2021;Kuda;Pemotongan Tidak Tercatat;0
812;76;Sulawesi Barat;2021;Kuda;Pemotongan Tidak Tercatat;0
813;81;Maluku;2021;Kuda;Pemotongan Tidak Tercatat;1
814;82;Maluku Utara;2021;Kuda;Pemotongan Tidak Tercatat;0
815;92;Papua Barat;2021;Kuda;Pemotongan Tidak Tercatat;0
816;91;Papua;2021;Kuda;Pemotongan Tidak Tercatat;0
817;11;Aceh;2018;Kambing;Pemotongan Tercatat;129894
818;12;Sumatera Utara;2018;Kambing;Pemotongan Tercatat;38748
819;13;Sumatera Barat;2018;Kambing;Pemotongan Tercatat;31938
820;14;Riau;2018;Kambing;Pemotongan Tercatat;21067
821;15;Jambi;2018;Kambing;Pemotongan Tercatat;27898
822;16;Sumatera Selatan;2018;Kambing;Pemotongan Tercatat;90487
823;17;Bengkulu;2018;Kambing;Pemotongan Tercatat;4568
824;18;Lampung;2018;Kambing;Pemotongan Tercatat;80107
825;19;Kepulauan Bangka Belitung;2018;Kambing;Pemotongan Tercatat;1282
826;21;Kepulauan Riau;2018;Kambing;Pemotongan Tercatat;13549
827;31;DKI Jakarta;2018;Kambing;Pemotongan Tercatat;101532
828;32;Jawa Barat;2018;Kambing;Pemotongan Tercatat;120370
829;33;Jawa Tengah;2018;Kambing;Pemotongan Tercatat;492813
830;34;DI Yogyakarta;2018;Kambing;Pemotongan Tercatat;69530
831;35;Jawa Timur;2018;Kambing;Pemotongan Tercatat;237623
832;36;Banten;2018;Kambing;Pemotongan Tercatat;23672
833;51;Bali;2018;Kambing;Pemotongan Tercatat;34868
834;52;Nusa Tenggara Barat;2018;Kambing;Pemotongan Tercatat;17362
835;53;Nusa Tenggara Timur;2018;Kambing;Pemotongan Tercatat;41646
836;61;Kalimantan Barat;2018;Kambing;Pemotongan Tercatat;28400
837;62;Kalimantan Tengah;2018;Kambing;Pemotongan Tercatat;2599
838;63;Kalimantan Selatan;2018;Kambing;Pemotongan Tercatat;20874
839;64;Kalimantan Timur;2018;Kambing;Pemotongan Tercatat;40714
840;65;Kalimantan Utara;2018;Kambing;Pemotongan Tercatat;3654
841;71;Sulawesi Utara;2018;Kambing;Pemotongan Tercatat;14109
842;72;Sulawesi Tengah;2018;Kambing;Pemotongan Tercatat;58842
843;73;Sulawesi Selatan;2018;Kambing;Pemotongan Tercatat;75351
844;74;Sulawesi Tenggara;2018;Kambing;Pemotongan Tercatat;18303
845;75;Gorontalo;2018;Kambing;Pemotongan Tercatat;14319
846;76;Sulawesi Barat;2018;Kambing;Pemotongan Tercatat;9610
847;81;Maluku;2018;Kambing;Pemotongan Tercatat;9255
848;82;Maluku Utara;2018;Kambing;Pemotongan Tercatat;6131
849;92;Papua Barat;2018;Kambing;Pemotongan Tercatat;3342
850;91;Papua;2018;Kambing;Pemotongan Tercatat;12263
851;11;Aceh;2019;Kambing;Pemotongan Tercatat;101004
852;12;Sumatera Utara;2019;Kambing;Pemotongan Tercatat;39497
853;13;Sumatera Barat;2019;Kambing;Pemotongan Tercatat;27799
854;14;Riau;2019;Kambing;Pemotongan Tercatat;37571
855;15;Jambi;2019;Kambing;Pemotongan Tercatat;89427
856;16;Sumatera Selatan;2019;Kambing;Pemotongan Tercatat;77544
857;17;Bengkulu;2019;Kambing;Pemotongan Tercatat;4338
858;18;Lampung;2019;Kambing;Pemotongan Tercatat;92247
859;19;Kepulauan Bangka Belitung;2019;Kambing;Pemotongan Tercatat;1357
860;21;Kepulauan Riau;2019;Kambing;Pemotongan Tercatat;21045
861;31;DKI Jakarta;2019;Kambing;Pemotongan Tercatat;65740
862;32;Jawa Barat;2019;Kambing;Pemotongan Tercatat;360765
863;33;Jawa Tengah;2019;Kambing;Pemotongan Tercatat;470779
864;34;DI Yogyakarta;2019;Kambing;Pemotongan Tercatat;76630
865;35;Jawa Timur;2019;Kambing;Pemotongan Tercatat;249050
866;36;Banten;2019;Kambing;Pemotongan Tercatat;235185
867;51;Bali;2019;Kambing;Pemotongan Tercatat;36621
868;52;Nusa Tenggara Barat;2019;Kambing;Pemotongan Tercatat;17981
869;53;Nusa Tenggara Timur;2019;Kambing;Pemotongan Tercatat;174865
870;61;Kalimantan Barat;2019;Kambing;Pemotongan Tercatat;28323
871;62;Kalimantan Tengah;2019;Kambing;Pemotongan Tercatat;6229
872;63;Kalimantan Selatan;2019;Kambing;Pemotongan Tercatat;18366
873;64;Kalimantan Timur;2019;Kambing;Pemotongan Tercatat;37516
874;65;Kalimantan Utara;2019;Kambing;Pemotongan Tercatat;6291
875;71;Sulawesi Utara;2019;Kambing;Pemotongan Tercatat;12897
876;72;Sulawesi Tengah;2019;Kambing;Pemotongan Tercatat;73575
877;73;Sulawesi Selatan;2019;Kambing;Pemotongan Tercatat;36655
878;74;Sulawesi Tenggara;2019;Kambing;Pemotongan Tercatat;16815
879;75;Gorontalo;2019;Kambing;Pemotongan Tercatat;11377
880;76;Sulawesi Barat;2019;Kambing;Pemotongan Tercatat;7579
881;81;Maluku;2019;Kambing;Pemotongan Tercatat;11190
882;82;Maluku Utara;2019;Kambing;Pemotongan Tercatat;4864
883;92;Papua Barat;2019;Kambing;Pemotongan Tercatat;3195
884;91;Papua;2019;Kambing;Pemotongan Tercatat;12109
885;11;Aceh;2020;Kambing;Pemotongan Tercatat;88970
886;12;Sumatera Utara;2020;Kambing;Pemotongan Tercatat;31679
887;13;Sumatera Barat;2020;Kambing;Pemotongan Tercatat;26430
888;14;Riau;2020;Kambing;Pemotongan Tercatat;49921
889;15;Jambi;2020;Kambing;Pemotongan Tercatat;80327
890;16;Sumatera Selatan;2020;Kambing;Pemotongan Tercatat;65213
891;17;Bengkulu;2020;Kambing;Pemotongan Tercatat;5414
892;18;Lampung;2020;Kambing;Pemotongan Tercatat;96750
893;19;Kepulauan Bangka Belitung;2020;Kambing;Pemotongan Tercatat;1075
894;21;Kepulauan Riau;2020;Kambing;Pemotongan Tercatat;13086
895;31;DKI Jakarta;2020;Kambing;Pemotongan Tercatat;45045
896;32;Jawa Barat;2020;Kambing;Pemotongan Tercatat;79921
897;33;Jawa Tengah;2020;Kambing;Pemotongan Tercatat;477234
898;34;DI Yogyakarta;2020;Kambing;Pemotongan Tercatat;71083
899;35;Jawa Timur;2020;Kambing;Pemotongan Tercatat;213678
900;36;Banten;2020;Kambing;Pemotongan Tercatat;123414
901;51;Bali;2020;Kambing;Pemotongan Tercatat;33649
902;52;Nusa Tenggara Barat;2020;Kambing;Pemotongan Tercatat;22499
903;53;Nusa Tenggara Timur;2020;Kambing;Pemotongan Tercatat;41857
904;61;Kalimantan Barat;2020;Kambing;Pemotongan Tercatat;26632
905;62;Kalimantan Tengah;2020;Kambing;Pemotongan Tercatat;2728
906;63;Kalimantan Selatan;2020;Kambing;Pemotongan Tercatat;17970
907;64;Kalimantan Timur;2020;Kambing;Pemotongan Tercatat;38528
908;65;Kalimantan Utara;2020;Kambing;Pemotongan Tercatat;4757
909;71;Sulawesi Utara;2020;Kambing;Pemotongan Tercatat;10600
910;72;Sulawesi Tengah;2020;Kambing;Pemotongan Tercatat;91819
911;73;Sulawesi Selatan;2020;Kambing;Pemotongan Tercatat;19336
912;74;Sulawesi Tenggara;2020;Kambing;Pemotongan Tercatat;14188
913;75;Gorontalo;2020;Kambing;Pemotongan Tercatat;12382
914;76;Sulawesi Barat;2020;Kambing;Pemotongan Tercatat;7248
915;81;Maluku;2020;Kambing;Pemotongan Tercatat;14892
916;82;Maluku Utara;2020;Kambing;Pemotongan Tercatat;5072
917;92;Papua Barat;2020;Kambing;Pemotongan Tercatat;2741
918;91;Papua;2020;Kambing;Pemotongan Tercatat;11015
919;11;Aceh;2021;Kambing;Pemotongan Tercatat;91477
920;12;Sumatera Utara;2021;Kambing;Pemotongan Tercatat;22028
921;13;Sumatera Barat;2021;Kambing;Pemotongan Tercatat;27274
922;14;Riau;2021;Kambing;Pemotongan Tercatat;58609
923;15;Jambi;2021;Kambing;Pemotongan Tercatat;37713
924;16;Sumatera Selatan;2021;Kambing;Pemotongan Tercatat;79798
925;17;Bengkulu;2021;Kambing;Pemotongan Tercatat;5079
926;18;Lampung;2021;Kambing;Pemotongan Tercatat;192888
927;19;Kepulauan Bangka Belitung;2021;Kambing;Pemotongan Tercatat;13339
928;21;Kepulauan Riau;2021;Kambing;Pemotongan Tercatat;13171
929;31;DKI Jakarta;2021;Kambing;Pemotongan Tercatat;52157
930;32;Jawa Barat;2021;Kambing;Pemotongan Tercatat;56962
931;33;Jawa Tengah;2021;Kambing;Pemotongan Tercatat;554240
932;34;DI Yogyakarta;2021;Kambing;Pemotongan Tercatat;68575
933;35;Jawa Timur;2021;Kambing;Pemotongan Tercatat;1005081
934;36;Banten;2021;Kambing;Pemotongan Tercatat;61205
935;51;Bali;2021;Kambing;Pemotongan Tercatat;38126
936;52;Nusa Tenggara Barat;2021;Kambing;Pemotongan Tercatat;23188
937;53;Nusa Tenggara Timur;2021;Kambing;Pemotongan Tercatat;49499
938;61;Kalimantan Barat;2021;Kambing;Pemotongan Tercatat;14955
939;62;Kalimantan Tengah;2021;Kambing;Pemotongan Tercatat;2433
940;63;Kalimantan Selatan;2021;Kambing;Pemotongan Tercatat;27754
941;64;Kalimantan Timur;2021;Kambing;Pemotongan Tercatat;51093
942;65;Kalimantan Utara;2021;Kambing;Pemotongan Tercatat;7919
943;71;Sulawesi Utara;2021;Kambing;Pemotongan Tercatat;6136
944;72;Sulawesi Tengah;2021;Kambing;Pemotongan Tercatat;90700
945;73;Sulawesi Selatan;2021;Kambing;Pemotongan Tercatat;62870
946;74;Sulawesi Tenggara;2021;Kambing;Pemotongan Tercatat;9966
947;75;Gorontalo;2021;Kambing;Pemotongan Tercatat;12507
948;76;Sulawesi Barat;2021;Kambing;Pemotongan Tercatat;6769
949;81;Maluku;2021;Kambing;Pemotongan Tercatat;11263
950;82;Maluku Utara;2021;Kambing;Pemotongan Tercatat;5210
951;92;Papua Barat;2021;Kambing;Pemotongan Tercatat;1585
952;91;Papua;2021;Kambing;Pemotongan Tercatat;8077
953;11;Aceh;2018;Kambing;Pemotongan Tidak Tercatat;97424
954;12;Sumatera Utara;2018;Kambing;Pemotongan Tidak Tercatat;51635
955;13;Sumatera Barat;2018;Kambing;Pemotongan Tidak Tercatat;23955
956;14;Riau;2018;Kambing;Pemotongan Tidak Tercatat;45044
957;15;Jambi;2018;Kambing;Pemotongan Tidak Tercatat;88227
958;16;Sumatera Selatan;2018;Kambing;Pemotongan Tidak Tercatat;67869
959;17;Bengkulu;2018;Kambing;Pemotongan Tidak Tercatat;3426
960;18;Lampung;2018;Kambing;Pemotongan Tidak Tercatat;25994
961;19;Kepulauan Bangka Belitung;2018;Kambing;Pemotongan Tidak Tercatat;5835
962;21;Kepulauan Riau;2018;Kambing;Pemotongan Tidak Tercatat;10163
963;31;DKI Jakarta;2018;Kambing;Pemotongan Tidak Tercatat;15231
964;32;Jawa Barat;2018;Kambing;Pemotongan Tidak Tercatat;529919
965;33;Jawa Tengah;2018;Kambing;Pemotongan Tidak Tercatat;316176
966;34;DI Yogyakarta;2018;Kambing;Pemotongan Tidak Tercatat;59228
967;35;Jawa Timur;2018;Kambing;Pemotongan Tidak Tercatat;1123838
968;36;Banten;2018;Kambing;Pemotongan Tidak Tercatat;112752
969;51;Bali;2018;Kambing;Pemotongan Tidak Tercatat;26153
970;52;Nusa Tenggara Barat;2018;Kambing;Pemotongan Tidak Tercatat;1738
971;53;Nusa Tenggara Timur;2018;Kambing;Pemotongan Tidak Tercatat;124938
972;61;Kalimantan Barat;2018;Kambing;Pemotongan Tidak Tercatat;0
973;62;Kalimantan Tengah;2018;Kambing;Pemotongan Tidak Tercatat;15090
974;63;Kalimantan Selatan;2018;Kambing;Pemotongan Tidak Tercatat;0
975;64;Kalimantan Timur;2018;Kambing;Pemotongan Tidak Tercatat;8548
976;65;Kalimantan Utara;2018;Kambing;Pemotongan Tidak Tercatat;371
977;71;Sulawesi Utara;2018;Kambing;Pemotongan Tidak Tercatat;0
978;72;Sulawesi Tengah;2018;Kambing;Pemotongan Tidak Tercatat;29423
979;73;Sulawesi Selatan;2018;Kambing;Pemotongan Tidak Tercatat;13563
980;74;Sulawesi Tenggara;2018;Kambing;Pemotongan Tidak Tercatat;9878
981;75;Gorontalo;2018;Kambing;Pemotongan Tidak Tercatat;10739
982;76;Sulawesi Barat;2018;Kambing;Pemotongan Tidak Tercatat;7207
983;81;Maluku;2018;Kambing;Pemotongan Tidak Tercatat;6943
984;82;Maluku Utara;2018;Kambing;Pemotongan Tidak Tercatat;4292
985;92;Papua Barat;2018;Kambing;Pemotongan Tidak Tercatat;2506
986;91;Papua;2018;Kambing;Pemotongan Tidak Tercatat;9202
987;11;Aceh;2019;Kambing;Pemotongan Tidak Tercatat;75754
988;12;Sumatera Utara;2019;Kambing;Pemotongan Tidak Tercatat;43843
989;13;Sumatera Barat;2019;Kambing;Pemotongan Tidak Tercatat;20849
990;14;Riau;2019;Kambing;Pemotongan Tidak Tercatat;15715
991;15;Jambi;2019;Kambing;Pemotongan Tidak Tercatat;58642
